idx,class
6273,RightWhale
418,RightWhale
5932,NoWhale
4983,NoWhale
9746,NoWhale
1947,RightWhale
2318,NoWhale
10854,RightWhale
2299,RightWhale
6837,NoWhale
5465,NoWhale
5279,RightWhale
208,NoWhale
10166,RightWhale
6054,RightWhale
10758,RightWhale
5170,NoWhale
528,RightWhale
1233,NoWhale
779,RightWhale
722,NoWhale
10505,NoWhale
9726,RightWhale
5623,NoWhale
1860,NoWhale
9228,RightWhale
10459,NoWhale
4093,RightWhale
9345,RightWhale
1992,RightWhale
2332,NoWhale
10118,NoWhale
9929,NoWhale
10421,NoWhale
8251,NoWhale
3780,RightWhale
2021,RightWhale
3459,RightWhale
4060,RightWhale
2471,NoWhale
8401,RightWhale
6076,NoWhale
8612,RightWhale
5848,NoWhale
8377,NoWhale
1396,RightWhale
1489,RightWhale
9425,NoWhale
2884,RightWhale
5909,RightWhale
1042,RightWhale
4606,NoWhale
573,RightWhale
9132,RightWhale
257,NoWhale
8359,NoWhale
10140,NoWhale
9434,RightWhale
8763,RightWhale
2835,RightWhale
9075,RightWhale
2089,NoWhale
3625,RightWhale
702,RightWhale
3189,NoWhale
503,NoWhale
7452,RightWhale
9655,NoWhale
1345,RightWhale
8291,NoWhale
6088,NoWhale
2248,NoWhale
6684,NoWhale
10034,RightWhale
4823,RightWhale
372,NoWhale
9245,RightWhale
4477,NoWhale
2006,RightWhale
8283,RightWhale
4696,RightWhale
4864,NoWhale
10816,RightWhale
1459,RightWhale
7306,NoWhale
2102,NoWhale
997,RightWhale
8963,NoWhale
10108,NoWhale
1176,NoWhale
10597,NoWhale
551,RightWhale
744,RightWhale
3298,RightWhale
6725,NoWhale
3497,NoWhale
4345,NoWhale
5665,RightWhale
7740,NoWhale
9449,RightWhale
7337,NoWhale
9415,NoWhale
8654,NoWhale
8621,RightWhale
7118,NoWhale
8836,NoWhale
9095,RightWhale
8171,NoWhale
5458,RightWhale
6006,NoWhale
4209,NoWhale
693,RightWhale
2533,RightWhale
10586,RightWhale
3443,RightWhale
982,RightWhale
5044,RightWhale
10296,NoWhale
79,RightWhale
10647,NoWhale
91,NoWhale
7808,NoWhale
2266,RightWhale
5500,RightWhale
4509,RightWhale
8547,NoWhale
261,NoWhale
2142,RightWhale
3337,RightWhale
3691,NoWhale
7590,RightWhale
6245,RightWhale
5519,NoWhale
2268,NoWhale
445,NoWhale
5886,NoWhale
7293,RightWhale
4553,RightWhale
3724,RightWhale
7545,NoWhale
5144,NoWhale
3555,NoWhale
8316,RightWhale
1598,RightWhale
10785,RightWhale
1701,NoWhale
5403,NoWhale
10442,NoWhale
3948,RightWhale
2526,RightWhale
6464,NoWhale
4040,RightWhale
10813,RightWhale
68,NoWhale
1168,RightWhale
3848,RightWhale
48,RightWhale
7703,NoWhale
1053,NoWhale
84,RightWhale
3149,RightWhale
5983,RightWhale
880,NoWhale
2651,NoWhale
10574,NoWhale
2439,RightWhale
9882,RightWhale
6384,NoWhale
7244,RightWhale
1467,NoWhale
7862,NoWhale
5838,NoWhale
2441,RightWhale
10440,NoWhale
230,NoWhale
1320,RightWhale
41,RightWhale
3039,NoWhale
777,NoWhale
9800,RightWhale
2372,NoWhale
1729,RightWhale
4176,NoWhale
3578,NoWhale
579,RightWhale
8672,RightWhale
7036,RightWhale
7207,RightWhale
3078,NoWhale
5545,NoWhale
7949,RightWhale
8877,RightWhale
2867,NoWhale
1491,RightWhale
9056,NoWhale
6774,NoWhale
61,NoWhale
5303,NoWhale
3473,RightWhale
4813,NoWhale
7864,RightWhale
402,RightWhale
332,RightWhale
2084,NoWhale
3057,RightWhale
6135,NoWhale
8260,RightWhale
10288,NoWhale
164,NoWhale
5118,RightWhale
2715,RightWhale
9771,RightWhale
6646,NoWhale
6186,RightWhale
3317,RightWhale
8789,NoWhale
6765,RightWhale
6345,RightWhale
7362,NoWhale
3934,NoWhale
2755,RightWhale
6582,NoWhale
8334,NoWhale
1334,NoWhale
8432,RightWhale
2864,RightWhale
1659,NoWhale
4618,NoWhale
753,NoWhale
3064,RightWhale
7925,NoWhale
2901,RightWhale
10209,NoWhale
7533,NoWhale
706,RightWhale
6883,NoWhale
2973,NoWhale
10538,NoWhale
6523,NoWhale
9367,RightWhale
3535,RightWhale
9592,RightWhale
8988,NoWhale
7885,RightWhale
10798,RightWhale
5493,RightWhale
10488,RightWhale
3151,RightWhale
4554,RightWhale
10456,NoWhale
9836,RightWhale
3799,NoWhale
4080,RightWhale
1834,NoWhale
1074,RightWhale
7523,RightWhale
7966,NoWhale
3438,RightWhale
5425,NoWhale
6686,NoWhale
6131,NoWhale
2429,RightWhale
246,RightWhale
3815,NoWhale
8899,RightWhale
3632,RightWhale
8768,NoWhale
2262,NoWhale
2246,RightWhale
835,NoWhale
9956,RightWhale
5733,NoWhale
432,NoWhale
4262,RightWhale
1173,RightWhale
10120,RightWhale
5828,NoWhale
9968,NoWhale
7091,RightWhale
4441,RightWhale
7672,NoWhale
5778,RightWhale
1193,NoWhale
10644,RightWhale
9090,RightWhale
8272,RightWhale
2906,RightWhale
7384,NoWhale
4111,RightWhale
6425,RightWhale
6442,NoWhale
10701,NoWhale
3238,RightWhale
10289,NoWhale
4584,NoWhale
10648,NoWhale
5369,NoWhale
4656,NoWhale
7272,RightWhale
7049,RightWhale
2729,RightWhale
10823,RightWhale
4521,NoWhale
433,RightWhale
428,RightWhale
4165,RightWhale
6942,RightWhale
7423,NoWhale
8312,NoWhale
9951,NoWhale
104,RightWhale
6127,RightWhale
1656,NoWhale
9855,NoWhale
1533,RightWhale
4002,RightWhale
2986,RightWhale
5640,NoWhale
1332,NoWhale
9844,RightWhale
3592,RightWhale
4341,NoWhale
100,RightWhale
1443,RightWhale
5636,RightWhale
10238,RightWhale
214,NoWhale
3352,NoWhale
7635,RightWhale
4071,NoWhale
847,NoWhale
8037,NoWhale
2910,NoWhale
5419,RightWhale
8663,RightWhale
1419,NoWhale
2569,RightWhale
9271,NoWhale
181,NoWhale
3666,RightWhale
4824,RightWhale
2446,RightWhale
4148,RightWhale
7613,RightWhale
8851,NoWhale
3172,NoWhale
1223,RightWhale
7689,RightWhale
544,NoWhale
1204,RightWhale
8934,NoWhale
5065,RightWhale
9966,NoWhale
2637,RightWhale
10591,RightWhale
4404,NoWhale
9116,NoWhale
5159,NoWhale
9542,RightWhale
877,NoWhale
8898,RightWhale
196,NoWhale
10659,RightWhale
3383,RightWhale
6987,RightWhale
7557,RightWhale
2997,RightWhale
6044,NoWhale
2571,NoWhale
10216,NoWhale
9448,NoWhale
10888,RightWhale
6098,NoWhale
8241,RightWhale
2682,RightWhale
2508,NoWhale
8725,NoWhale
8603,RightWhale
5799,NoWhale
1244,RightWhale
6177,NoWhale
9652,RightWhale
4121,NoWhale
10898,NoWhale
10325,NoWhale
8769,RightWhale
5236,NoWhale
254,NoWhale
8452,NoWhale
7666,RightWhale
9051,RightWhale
759,RightWhale
654,RightWhale
6074,NoWhale
3401,RightWhale
1420,RightWhale
3044,NoWhale
2830,NoWhale
6715,RightWhale
328,RightWhale
7211,NoWhale
5227,RightWhale
3019,RightWhale
3029,RightWhale
2636,NoWhale
5663,RightWhale
3018,RightWhale
2945,NoWhale
3659,RightWhale
8700,RightWhale
6213,NoWhale
9959,NoWhale
2663,NoWhale
5492,NoWhale
1362,RightWhale
9428,NoWhale
3481,NoWhale
10537,RightWhale
9240,NoWhale
10910,RightWhale
4273,NoWhale
6810,RightWhale
2880,RightWhale
3381,NoWhale
1302,NoWhale
6433,NoWhale
6904,RightWhale
8255,NoWhale
8207,NoWhale
7930,NoWhale
3235,RightWhale
3257,NoWhale
6554,NoWhale
8051,RightWhale
176,RightWhale
435,NoWhale
10498,RightWhale
308,NoWhale
1565,NoWhale
3964,RightWhale
6758,NoWhale
7975,RightWhale
8976,RightWhale
595,NoWhale
4412,NoWhale
10558,NoWhale
2623,RightWhale
8323,RightWhale
10242,NoWhale
231,NoWhale
179,RightWhale
737,RightWhale
7258,RightWhale
7888,NoWhale
6162,NoWhale
6189,RightWhale
7148,NoWhale
4681,RightWhale
1321,NoWhale
1995,RightWhale
5123,NoWhale
4962,NoWhale
800,RightWhale
8309,NoWhale
6848,NoWhale
6453,RightWhale
69,NoWhale
6603,RightWhale
6742,RightWhale
1680,NoWhale
377,NoWhale
1469,RightWhale
2603,NoWhale
4181,RightWhale
9812,RightWhale
4230,RightWhale
3091,RightWhale
2726,NoWhale
477,RightWhale
1329,RightWhale
2283,RightWhale
10449,NoWhale
10552,RightWhale
751,NoWhale
4913,NoWhale
7412,NoWhale
10928,NoWhale
6321,NoWhale
1545,RightWhale
7591,RightWhale
9373,NoWhale
2683,RightWhale
8417,NoWhale
7435,RightWhale
7372,RightWhale
3518,RightWhale
4572,RightWhale
2354,NoWhale
773,RightWhale
8224,RightWhale
9660,RightWhale
9632,RightWhale
641,RightWhale
8289,NoWhale
4889,RightWhale
7074,NoWhale
6077,RightWhale
865,NoWhale
6030,NoWhale
5920,NoWhale
10811,RightWhale
9594,NoWhale
9946,NoWhale
6637,NoWhale
962,RightWhale
8083,NoWhale
7700,NoWhale
4457,RightWhale
3309,RightWhale
2166,RightWhale
363,RightWhale
3723,RightWhale
2825,RightWhale
3597,NoWhale
546,RightWhale
2940,NoWhale
471,NoWhale
1641,NoWhale
3338,RightWhale
7292,RightWhale
1172,RightWhale
9180,NoWhale
6865,NoWhale
8275,NoWhale
7110,NoWhale
4374,RightWhale
6929,RightWhale
1410,NoWhale
5795,RightWhale
4794,RightWhale
4466,RightWhale
9809,NoWhale
10852,NoWhale
815,NoWhale
2131,NoWhale
1797,RightWhale
3122,RightWhale
5325,RightWhale
4275,RightWhale
10124,RightWhale
6670,RightWhale
5747,NoWhale
9276,RightWhale
7288,NoWhale
237,RightWhale
1532,NoWhale
10301,NoWhale
4605,RightWhale
3410,NoWhale
7582,NoWhale
9970,NoWhale
1535,NoWhale
3879,RightWhale
1299,NoWhale
4382,NoWhale
8537,RightWhale
1480,RightWhale
2793,RightWhale
6291,NoWhale
10696,NoWhale
7271,NoWhale
6436,RightWhale
5025,RightWhale
5549,RightWhale
4929,NoWhale
3661,RightWhale
555,NoWhale
1163,NoWhale
8642,RightWhale
397,NoWhale
7034,NoWhale
8835,NoWhale
9633,RightWhale
5127,NoWhale
6978,NoWhale
6502,NoWhale
723,NoWhale
300,NoWhale
9199,RightWhale
4294,RightWhale
7144,RightWhale
4185,NoWhale
7515,NoWhale
10463,RightWhale
10752,NoWhale
3142,NoWhale
4950,NoWhale
3205,NoWhale
9920,RightWhale
10825,RightWhale
8012,NoWhale
5858,NoWhale
1152,NoWhale
1212,RightWhale
7443,RightWhale
10615,RightWhale
7819,RightWhale
5798,RightWhale
5117,RightWhale
665,RightWhale
642,RightWhale
10115,NoWhale
3767,RightWhale
4272,RightWhale
4525,RightWhale
786,NoWhale
7997,RightWhale
3202,NoWhale
5792,NoWhale
4187,RightWhale
6940,NoWhale
10202,RightWhale
2905,NoWhale
6375,NoWhale
996,RightWhale
7757,NoWhale
7522,RightWhale
7191,NoWhale
156,RightWhale
6341,RightWhale
3085,RightWhale
7100,RightWhale
7501,NoWhale
5007,RightWhale
6933,NoWhale
3795,RightWhale
495,RightWhale
2321,RightWhale
9651,NoWhale
8443,NoWhale
151,RightWhale
5028,RightWhale
5322,RightWhale
8587,NoWhale
1738,RightWhale
3001,RightWhale
9716,RightWhale
5992,NoWhale
5572,NoWhale
9864,NoWhale
2883,NoWhale
3720,RightWhale
6961,RightWhale
10275,RightWhale
4638,NoWhale
8693,RightWhale
2276,NoWhale
343,NoWhale
4136,NoWhale
7655,RightWhale
8362,NoWhale
2223,NoWhale
4196,RightWhale
6329,RightWhale
7465,NoWhale
7055,RightWhale
5885,NoWhale
5372,NoWhale
10004,RightWhale
6717,NoWhale
1465,RightWhale
2234,RightWhale
6137,NoWhale
3903,RightWhale
8293,NoWhale
10367,RightWhale
9388,NoWhale
6932,RightWhale
6062,NoWhale
4151,NoWhale
5277,RightWhale
2121,RightWhale
4475,RightWhale
8933,NoWhale
10847,RightWhale
3161,RightWhale
2630,RightWhale
10764,RightWhale
9316,RightWhale
6550,NoWhale
9829,RightWhale
1203,NoWhale
6761,RightWhale
616,NoWhale
1926,NoWhale
3114,NoWhale
2641,RightWhale
10469,NoWhale
2562,NoWhale
4924,NoWhale
2728,RightWhale
4641,NoWhale
9411,NoWhale
2126,NoWhale
5171,NoWhale
9037,RightWhale
5559,RightWhale
5967,RightWhale
805,NoWhale
5050,RightWhale
8077,RightWhale
4280,RightWhale
8279,NoWhale
6714,NoWhale
8825,RightWhale
547,RightWhale
26,NoWhale
10158,NoWhale
3918,NoWhale
8039,RightWhale
10361,NoWhale
1221,NoWhale
8545,RightWhale
2548,NoWhale
437,RightWhale
5266,NoWhale
9264,NoWhale
1861,RightWhale
2699,NoWhale
8952,NoWhale
5580,RightWhale
2481,NoWhale
4808,NoWhale
9234,NoWhale
2706,NoWhale
326,NoWhale
2499,NoWhale
1004,RightWhale
6357,RightWhale
5418,RightWhale
4011,NoWhale
7566,NoWhale
534,NoWhale
6355,RightWhale
3960,NoWhale
585,RightWhale
9032,RightWhale
7942,RightWhale
7971,RightWhale
5174,RightWhale
6724,RightWhale
491,RightWhale
10466,NoWhale
10695,NoWhale
4759,RightWhale
8573,RightWhale
8611,NoWhale
3548,RightWhale
1916,NoWhale
3185,RightWhale
8252,RightWhale
1910,NoWhale
6427,RightWhale
8455,NoWhale
1133,NoWhale
6211,NoWhale
2518,RightWhale
8677,NoWhale
1317,NoWhale
4368,NoWhale
121,NoWhale
8406,NoWhale
2449,NoWhale
10028,NoWhale
7660,RightWhale
2601,RightWhale
8048,RightWhale
10316,RightWhale
2173,RightWhale
3283,RightWhale
3605,NoWhale
6955,RightWhale
9932,RightWhale
3768,RightWhale
6885,NoWhale
4038,NoWhale
3502,RightWhale
1407,RightWhale
7879,NoWhale
9218,NoWhale
5882,NoWhale
2579,RightWhale
5703,NoWhale
3269,RightWhale
10452,NoWhale
1867,NoWhale
10836,RightWhale
9850,RightWhale
2521,RightWhale
5349,RightWhale
1820,RightWhale
5576,NoWhale
51,NoWhale
3888,NoWhale
6741,NoWhale
3577,NoWhale
9028,NoWhale
5130,NoWhale
1858,RightWhale
8396,RightWhale
10430,NoWhale
6037,NoWhale
7189,RightWhale
7596,RightWhale
10097,NoWhale
425,NoWhale
4284,NoWhale
6794,RightWhale
8665,NoWhale
228,NoWhale
9764,NoWhale
2741,NoWhale
9574,NoWhale
6968,RightWhale
7349,RightWhale
2921,RightWhale
9231,RightWhale
3653,NoWhale
5494,NoWhale
9201,NoWhale
1128,NoWhale
6117,RightWhale
2331,RightWhale
2208,RightWhale
7273,RightWhale
9748,NoWhale
6120,RightWhale
3153,RightWhale
9937,RightWhale
8781,RightWhale
7476,RightWhale
10506,RightWhale
2374,NoWhale
1632,RightWhale
5825,RightWhale
2298,RightWhale
6070,RightWhale
4252,RightWhale
4704,RightWhale
8072,NoWhale
8379,RightWhale
5938,NoWhale
5605,RightWhale
6653,NoWhale
8076,NoWhale
6822,RightWhale
10845,RightWhale
6443,NoWhale
5087,RightWhale
9459,RightWhale
9033,NoWhale
9824,RightWhale
2550,NoWhale
9000,RightWhale
938,RightWhale
6350,NoWhale
9709,RightWhale
7302,RightWhale
10636,NoWhale
2644,RightWhale
9566,NoWhale
3165,NoWhale
3639,NoWhale
8600,RightWhale
2061,NoWhale
8872,RightWhale
2812,NoWhale
10267,NoWhale
9457,NoWhale
9848,RightWhale
2549,RightWhale
7303,RightWhale
5820,NoWhale
10582,RightWhale
4174,RightWhale
9582,NoWhale
1024,RightWhale
5143,NoWhale
8460,RightWhale
1951,RightWhale
6004,RightWhale
351,NoWhale
5821,RightWhale
4684,RightWhale
3662,RightWhale
6060,RightWhale
6513,RightWhale
3150,NoWhale
8881,RightWhale
4871,RightWhale
9285,NoWhale
2939,NoWhale
4510,RightWhale
1340,NoWhale
10256,NoWhale
7248,RightWhale
6906,RightWhale
9620,RightWhale
10072,NoWhale
6800,RightWhale
1583,NoWhale
1412,RightWhale
4954,NoWhale
10345,RightWhale
2256,NoWhale
8055,RightWhale
2212,RightWhale
2622,RightWhale
6392,RightWhale
3624,NoWhale
8336,RightWhale
4267,RightWhale
9839,NoWhale
463,RightWhale
1754,RightWhale
6867,NoWhale
5304,RightWhale
7103,NoWhale
8602,RightWhale
378,RightWhale
3106,NoWhale
1335,NoWhale
10604,RightWhale
2716,RightWhale
6022,NoWhale
9988,NoWhale
5833,NoWhale
8092,RightWhale
1811,RightWhale
1894,RightWhale
7995,RightWhale
7737,NoWhale
6123,RightWhale
1189,RightWhale
5666,RightWhale
8268,NoWhale
3454,NoWhale
6379,NoWhale
8871,NoWhale
4829,RightWhale
4850,NoWhale
8156,NoWhale
4613,NoWhale
3992,RightWhale
10122,RightWhale
1030,RightWhale
8756,RightWhale
2220,RightWhale
3774,RightWhale
7389,RightWhale
8500,RightWhale
1755,NoWhale
5151,RightWhale
7859,NoWhale
4327,RightWhale
110,RightWhale
6587,RightWhale
8074,NoWhale
2917,NoWhale
1515,RightWhale
10338,RightWhale
10086,NoWhale
9918,NoWhale
10468,RightWhale
2263,NoWhale
7934,NoWhale
5049,NoWhale
9295,RightWhale
9107,RightWhale
893,RightWhale
1490,RightWhale
1850,NoWhale
324,NoWhale
1215,RightWhale
2933,RightWhale
4689,RightWhale
8692,NoWhale
9969,NoWhale
9398,RightWhale
9012,RightWhale
10637,RightWhale
1129,NoWhale
5770,NoWhale
2918,NoWhale
3084,RightWhale
4588,NoWhale
4304,RightWhale
2795,RightWhale
4792,RightWhale
798,NoWhale
734,RightWhale
6832,RightWhale
2244,RightWhale
178,RightWhale
9403,RightWhale
8315,NoWhale
1174,NoWhale
10664,NoWhale
1831,RightWhale
8863,NoWhale
5180,NoWhale
8805,NoWhale
1781,RightWhale
3201,RightWhale
198,NoWhale
6861,RightWhale
4087,RightWhale
548,NoWhale
3339,RightWhale
10323,RightWhale
5514,NoWhale
5484,RightWhale
9209,NoWhale
2532,RightWhale
2314,NoWhale
10363,RightWhale
9043,RightWhale
6692,NoWhale
66,RightWhale
4712,RightWhale
3260,NoWhale
2572,NoWhale
10851,NoWhale
7607,NoWhale
622,RightWhale
1681,NoWhale
787,RightWhale
3332,RightWhale
9960,NoWhale
8878,NoWhale
3280,RightWhale
7405,NoWhale
6740,RightWhale
10298,RightWhale
9470,RightWhale
7517,RightWhale
478,NoWhale
5145,RightWhale
7802,RightWhale
2647,NoWhale
5070,NoWhale
10824,RightWhale
1033,RightWhale
7553,RightWhale
2598,RightWhale
4991,RightWhale
6743,NoWhale
5477,NoWhale
344,RightWhale
4898,NoWhale
1871,NoWhale
6622,NoWhale
6023,NoWhale
3986,NoWhale
10508,RightWhale
2888,RightWhale
4623,NoWhale
4818,NoWhale
220,NoWhale
10058,NoWhale
5800,NoWhale
9120,RightWhale
10728,RightWhale
8147,RightWhale
5282,RightWhale
4016,NoWhale
4952,NoWhale
4248,RightWhale
10020,NoWhale
7173,NoWhale
9828,NoWhale
6253,RightWhale
7756,RightWhale
4241,NoWhale
5095,RightWhale
9953,RightWhale
5894,RightWhale
2881,NoWhale
1677,RightWhale
7846,RightWhale
901,NoWhale
10197,RightWhale
2296,RightWhale
7507,NoWhale
5773,RightWhale
296,NoWhale
9617,NoWhale
4153,NoWhale
5284,RightWhale
27,RightWhale
10918,NoWhale
8046,NoWhale
8001,RightWhale
7038,RightWhale
3248,RightWhale
8686,NoWhale
10146,NoWhale
2580,RightWhale
6778,NoWhale
6615,RightWhale
9066,NoWhale
1370,RightWhale
10777,NoWhale
8307,RightWhale
6769,NoWhale
5683,NoWhale
681,NoWhale
10185,NoWhale
4775,RightWhale
3159,NoWhale
2987,RightWhale
1882,NoWhale
8735,RightWhale
1940,RightWhale
3296,NoWhale
3534,RightWhale
3729,NoWhale
7621,NoWhale
1181,NoWhale
1375,NoWhale
6286,NoWhale
5489,RightWhale
626,NoWhale
4758,NoWhale
2112,RightWhale
6998,NoWhale
5292,RightWhale
7882,RightWhale
10321,NoWhale
4180,RightWhale
8304,NoWhale
5014,NoWhale
1462,RightWhale
2887,NoWhale
5312,NoWhale
684,RightWhale
4539,RightWhale
4514,NoWhale
8431,RightWhale
8627,RightWhale
1366,RightWhale
3916,RightWhale
10722,NoWhale
2639,NoWhale
10353,RightWhale
9893,NoWhale
7015,RightWhale
2300,NoWhale
4787,RightWhale
2938,NoWhale
6860,RightWhale
9481,RightWhale
6050,RightWhale
1979,NoWhale
3803,NoWhale
4534,RightWhale
5459,RightWhale
5968,NoWhale
5502,RightWhale
7279,NoWhale
8225,RightWhale
4800,NoWhale
2280,RightWhale
7524,RightWhale
4993,RightWhale
4469,NoWhale
8023,NoWhale
4130,NoWhale
9501,RightWhale
10726,NoWhale
1784,RightWhale
3182,NoWhale
494,RightWhale
5371,NoWhale
8517,NoWhale
5011,RightWhale
2860,NoWhale
7265,RightWhale
4041,NoWhale
8414,RightWhale
2897,RightWhale
366,RightWhale
849,NoWhale
6258,RightWhale
7020,RightWhale
6505,NoWhale
5181,RightWhale
2653,NoWhale
3503,RightWhale
1541,NoWhale
5015,NoWhale
9712,RightWhale
322,NoWhale
2031,NoWhale
813,RightWhale
2528,RightWhale
10260,RightWhale
5376,RightWhale
10066,NoWhale
1079,NoWhale
2226,RightWhale
10000,RightWhale
10605,NoWhale
2705,NoWhale
8201,RightWhale
10099,NoWhale
1164,NoWhale
3261,RightWhale
5053,NoWhale
1450,NoWhale
4229,RightWhale
3862,NoWhale
10618,RightWhale
8857,RightWhale
3917,NoWhale
5896,RightWhale
8936,RightWhale
7475,NoWhale
7962,NoWhale
8487,RightWhale
4056,RightWhale
10407,NoWhale
2999,RightWhale
9880,NoWhale
1231,NoWhale
1514,RightWhale
2313,NoWhale
1451,NoWhale
5360,NoWhale
9912,NoWhale
9335,NoWhale
4321,NoWhale
6750,RightWhale
838,NoWhale
10839,RightWhale
5566,RightWhale
7711,NoWhale
9302,RightWhale
3567,NoWhale
10138,NoWhale
3087,RightWhale
9465,NoWhale
7025,NoWhale
4692,NoWhale
1714,RightWhale
4270,RightWhale
339,NoWhale
8522,RightWhale
7152,NoWhale
6173,RightWhale
9338,RightWhale
10779,RightWhale
588,NoWhale
3365,NoWhale
2670,NoWhale
3589,NoWhale
34,RightWhale
28,RightWhale
2395,NoWhale
9383,RightWhale
5526,NoWhale
2170,RightWhale
6521,NoWhale
10051,NoWhale
889,RightWhale
8299,RightWhale
3322,RightWhale
10281,NoWhale
3514,RightWhale
5326,NoWhale
9139,NoWhale
7428,RightWhale
3733,RightWhale
5667,RightWhale
10358,RightWhale
10652,NoWhale
4528,RightWhale
1654,NoWhale
8799,NoWhale
6069,RightWhale
223,RightWhale
9977,RightWhale
5344,NoWhale
4239,NoWhale
1590,NoWhale
9887,RightWhale
3256,NoWhale
6066,NoWhale
5749,NoWhale
2181,RightWhale
6201,NoWhale
9112,RightWhale
5924,RightWhale
7940,RightWhale
8167,NoWhale
4817,RightWhale
8514,RightWhale
6018,RightWhale
1209,RightWhale
421,RightWhale
9573,RightWhale
1706,RightWhale
1158,RightWhale
2306,RightWhale
273,NoWhale
171,RightWhale
3956,RightWhale
4865,NoWhale
5857,NoWhale
3188,NoWhale
1725,RightWhale
7402,NoWhale
6824,RightWhale
1564,NoWhale
1782,NoWhale
843,NoWhale
10228,NoWhale
5379,RightWhale
904,RightWhale
10509,RightWhale
10581,NoWhale
8536,NoWhale
1547,RightWhale
2080,RightWhale
5414,RightWhale
3985,RightWhale
7682,RightWhale
6324,NoWhale
7447,RightWhale
7908,RightWhale
8985,NoWhale
10706,NoWhale
3820,RightWhale
2646,NoWhale
9171,RightWhale
8404,NoWhale
10745,NoWhale
7876,RightWhale
8313,NoWhale
4350,NoWhale
7603,RightWhale
2155,NoWhale
8079,NoWhale
3715,RightWhale
4057,RightWhale
9283,RightWhale
9089,RightWhale
7163,NoWhale
5380,NoWhale
3102,RightWhale
558,RightWhale
5758,NoWhale
5273,NoWhale
1436,NoWhale
507,NoWhale
4472,NoWhale
1869,RightWhale
755,NoWhale
6545,NoWhale
4050,NoWhale
6343,RightWhale
3836,RightWhale
4386,NoWhale
8084,NoWhale
2118,NoWhale
7396,NoWhale
729,RightWhale
501,NoWhale
5218,RightWhale
9627,RightWhale
5998,RightWhale
1539,RightWhale
7383,RightWhale
1211,RightWhale
9984,RightWhale
672,NoWhale
4915,NoWhale
8803,NoWhale
3377,NoWhale
4476,RightWhale
9623,NoWhale
1464,RightWhale
4745,RightWhale
9773,RightWhale
1192,RightWhale
3793,NoWhale
1872,RightWhale
3590,NoWhale
10578,NoWhale
8856,NoWhale
505,NoWhale
243,NoWhale
506,NoWhale
8971,RightWhale
8066,NoWhale
6711,RightWhale
9119,NoWhale
5627,RightWhale
7178,RightWhale
1773,NoWhale
7763,NoWhale
6827,RightWhale
10402,NoWhale
8961,NoWhale
797,NoWhale
3618,NoWhale
2381,RightWhale
2829,RightWhale
10198,NoWhale
9569,NoWhale
4633,RightWhale
312,RightWhale
746,NoWhale
3569,RightWhale
790,RightWhale
2476,RightWhale
10206,NoWhale
2570,NoWhale
6387,RightWhale
7936,RightWhale
4355,RightWhale
2163,RightWhale
7918,NoWhale
7619,RightWhale
380,RightWhale
7325,NoWhale
1292,NoWhale
1912,NoWhale
6085,NoWhale
599,RightWhale
3892,NoWhale
4141,RightWhale
1652,NoWhale
6308,RightWhale
1893,RightWhale
1944,RightWhale
3395,NoWhale
6613,NoWhale
4362,NoWhale
10685,RightWhale
375,NoWhale
1966,RightWhale
3957,RightWhale
9607,RightWhale
4423,RightWhale
1243,NoWhale
8842,RightWhale
10723,RightWhale
6232,NoWhale
6390,RightWhale
1471,RightWhale
3346,NoWhale
4522,RightWhale
7839,NoWhale
2853,NoWhale
4506,NoWhale
10372,RightWhale
9841,NoWhale
10691,NoWhale
7767,NoWhale
4062,NoWhale
6260,RightWhale
7964,NoWhale
4306,NoWhale
10754,RightWhale
9265,RightWhale
8449,RightWhale
7623,NoWhale
3990,RightWhale
1049,NoWhale
8305,NoWhale
6438,NoWhale
8784,NoWhale
2035,RightWhale
4039,NoWhale
7631,RightWhale
9182,RightWhale
10237,NoWhale
1972,NoWhale
7130,RightWhale
2099,NoWhale
1499,NoWhale
5205,NoWhale
7945,NoWhale
652,NoWhale
170,NoWhale
4085,NoWhale
242,NoWhale
10088,NoWhale
4371,RightWhale
1644,RightWhale
2756,NoWhale
8240,NoWhale
8086,NoWhale
5231,NoWhale
2076,RightWhale
4103,NoWhale
10460,RightWhale
7528,RightWhale
4801,RightWhale
5844,NoWhale
5905,RightWhale
6153,RightWhale
9061,RightWhale
5803,RightWhale
10258,NoWhale
5711,NoWhale
6498,NoWhale
7797,NoWhale
9113,RightWhale
4661,RightWhale
4078,NoWhale
9248,RightWhale
640,NoWhale
1270,RightWhale
2778,NoWhale
6349,NoWhale
4932,NoWhale
1985,RightWhale
3861,NoWhale
3480,NoWhale
1534,RightWhale
325,NoWhale
2338,RightWhale
3980,NoWhale
8237,NoWhale
5680,NoWhale
4054,RightWhale
2237,NoWhale
5229,NoWhale
8367,RightWhale
4571,RightWhale
10579,NoWhale
7406,NoWhale
864,NoWhale
6856,NoWhale
4942,NoWhale
7492,RightWhale
6275,RightWhale
371,NoWhale
10278,RightWhale
8382,RightWhale
8358,RightWhale
5700,NoWhale
9059,RightWhale
10162,RightWhale
6682,NoWhale
2364,NoWhale
3213,RightWhale
911,RightWhale
9904,RightWhale
9546,NoWhale
3789,RightWhale
9921,NoWhale
9223,RightWhale
7871,NoWhale
7157,NoWhale
5060,NoWhale
1423,NoWhale
10724,NoWhale
479,RightWhale
662,NoWhale
5399,RightWhale
